"textos_Maid/documento01.txt",1.21,0.07,0.07,0.07,0.07,0.07
"textos_Maid/documento02.txt",2.54,0.00,0.18,0.18,0.18,0.18
"textos_Maid/documento03.txt",3.11,0.11,0.00,0.00,0.11,0.11
