"textos_Maid/documento01.txt",REMOVER,0.07,0.07,REMOVER,0.07,1.21,0.07,0.07,REMOVER
"textos_Maid/documento02.txt",REMOVER,0.00,0.18,REMOVER,0.18,2.54,0.18,0.18,REMOVER
"textos_Maid/documento03.txt",REMOVER,0.11,0.00,REMOVER,0.00,3.11,0.11,0.11,REMOVER
